Regione,Cod_ATECO,Descrizione,Livello,Sezione,Nome_sezione,Rischio,Imprese_con_dipendenti,Addetti,Anno
Trentino-Alto Adige,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,630,1952,2024
Trentino-Alto Adige,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,840,5239,2024
Trentino-Alto Adige,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,301,2531,2024
Trentino-Alto Adige,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,649,3100,2024
Trentino-Alto Adige,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,90,735,2024
Trentino-Alto Adige,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,100,741,2024
Trentino-Alto Adige,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,342,1355,2024
Trentino-Alto Adige,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,26,73,2024
Trentino-Alto Adige,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,346,4904,2024
Trentino-Alto Adige,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,14,109,2024
Trentino-Alto Adige,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,115,1257,2024
Trentino-Alto Adige,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,11,1289,2024
Trentino-Alto Adige,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,497,25989,2024
Trentino-Alto Adige,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,358,3503,2024
Trentino-Alto Adige,85,Istruzione,DIVISIONE,P,Istruzione,medio,269,3653,2024
Trentino-Alto Adige,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,1007,5052,2024
Trentino-Alto Adige,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,30,1948,2024
Trentino-Alto Adige,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,124,7523,2024
Trentino-Alto Adige,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,58,349,2024
Trentino-Alto Adige,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,12,51,2024
Trentino-Alto Adige,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,24,95,2024
Trentino-Alto Adige,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,234,4342,2024
Trentino-Alto Adige,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,91,437,2024
Trentino-Alto Adige,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,1157,4375,2024
Emilia-Romagna,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,119024,1417526,2024
Emilia-Romagna,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,49,639,2024
Emilia-Romagna,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,5,335,2024
Emilia-Romagna,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,2909,65452,2024
Emilia-Romagna,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,118,3129,2024
Emilia-Romagna,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,434,4324,2024
Emilia-Romagna,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,1403,17180,2024
Emilia-Romagna,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,332,5415,2024
Emilia-Romagna,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,582,7063,2024
Emilia-Romagna,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,203,4901,2024
Emilia-Romagna,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,563,5839,2024
Emilia-Romagna,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,4,136,2024
Emilia-Romagna,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,342,11103,2024
Emilia-Romagna,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,29,5618,2024
Emilia-Romagna,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,731,18369,2024
Emilia-Romagna,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,643,25389,2024
Emilia-Romagna,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,201,7530,2024
Emilia-Romagna,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,5111,70509,2024
Emilia-Romagna,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,407,13733,2024
Emilia-Romagna,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,558,15987,2024
Emilia-Romagna,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,2528,109675,2024
Emilia-Romagna,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,254,17846,2024
Emilia-Romagna,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,171,7046,2024
Emilia-Romagna,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,557,7069,2024
Emilia-Romagna,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,590,10321,2024
Emilia-Romagna,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,1475,14811,2024
Emilia-Romagna,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,151,3004,2024
Emilia-Romagna,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,14,3525,2024
Emilia-Romagna,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,110,1287,2024
Emilia-Romagna,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,279,12232,2024
Emilia-Romagna,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,27,481,2024
Emilia-Romagna,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,3955,23540,2024
Emilia-Romagna,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,295,13238,2024
Emilia-Romagna,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,10066,59320,2024
Emilia-Romagna,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,4186,30263,2024
Emilia-Romagna,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,7744,82273,2024
Emilia-Romagna,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,13143,102790,2024
Emilia-Romagna,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,3223,38466,2024
Emilia-Romagna,50,Trasporto marittimo e per vie d'acqua,DIVISIONE,H,Trasporto e magazzinaggio,medio,28,385,2024
Emilia-Romagna,51,Trasporto aereo,DIVISIONE,H,Trasporto e magazzinaggio,medio,4,5,2024
Emilia-Romagna,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,969,32072,2024
Emilia-Romagna,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,52,533,2024
Emilia-Romagna,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,3438,26635,2024
Emilia-Romagna,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,16118,130678,2024
Emilia-Romagna,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,163,2792,2024
Emilia-Romagna,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,183,1222,2024
Emilia-Romagna,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,47,335,2024
Emilia-Romagna,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,89,860,2024
Emilia-Romagna,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,1341,22261,2024
Emilia-Romagna,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,1243,10392,2024
Emilia-Romagna,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,225,40574,2024
Emilia-Romagna,65,"Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",DIVISIONE,K,Attività finanziarie e assicurative,basso,8,8237,2024
Emilia-Romagna,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,1404,6983,2024
Emilia-Romagna,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,2568,7362,2024
Emilia-Romagna,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,4356,22497,2024
Emilia-Romagna,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1227,10942,2024
Emilia-Romagna,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1306,9831,2024
Emilia-Romagna,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,227,3087,2024
Emilia-Romagna,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,412,3177,2024
Emilia-Romagna,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1342,8837,2024
Emilia-Romagna,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,106,334,2024
Emilia-Romagna,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,395,3482,2024
Emilia-Romagna,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,49,16808,2024
Emilia-Romagna,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,342,2571,2024
Emilia-Romagna,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,90,6840,2024
Emilia-Romagna,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,2025,68900,2024
Emilia-Romagna,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,1577,17735,2024
Emilia-Romagna,85,Istruzione,DIVISIONE,P,Istruzione,medio,740,7174,2024
Emilia-Romagna,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,4307,22676,2024
Emilia-Romagna,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,486,33242,2024
Emilia-Romagna,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,357,21739,2024
Emilia-Romagna,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,204,1485,2024
Emilia-Romagna,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,24,1361,2024
Emilia-Romagna,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,208,1611,2024
Emilia-Romagna,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,1692,11959,2024
Emilia-Romagna,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,401,2116,2024
Emilia-Romagna,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,5879,27956,2024
Lombardia,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,271028,4041671,2024
Lombardia,06,Estrazione di petrolio greggio e di gas naturale,DIVISIONE,B,Estrazione di minerali,alto,4,381,2024
Lombardia,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,183,2492,2024
Lombardia,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,6,213,2024
Lombardia,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,3671,72931,2024
Lombardia,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,188,10085,2024
Lombardia,12,Industria del tabacco,DIVISIONE,C,Attività manifatturiere,alto,1,2424,2024
Lombardia,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,1843,37692,2024
Lombardia,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,2501,40598,2024
Lombardia,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,714,18188,2024
Lombardia,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,1463,16134,2024
Lombardia,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,615,21276,2024
Lombardia,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,1363,16093,2024
Lombardia,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,26,2184,2024
Lombardia,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,1081,58938,2024
Lombardia,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,145,28356,2024
Lombardia,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,2367,62532,2024
Lombardia,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,1208,25172,2024
Lombardia,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,899,56788,2024
Lombardia,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,12203,170821,2024
Lombardia,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,992,39117,2024
Lombardia,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,1601,51950,2024
Lombardia,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,4373,146722,2024
Lombardia,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,363,30164,2024
Lombardia,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,303,7694,2024
Lombardia,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,2034,26909,2024
Lombardia,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,1464,21801,2024
Lombardia,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,2936,31855,2024
Lombardia,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,520,21034,2024
Lombardia,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,51,5578,2024
Lombardia,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,148,1976,2024
Lombardia,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,805,28178,2024
Lombardia,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,105,2536,2024
